algaeSiteID,transect,soilSiteID,samplePair,season,island,treatment,elevation,aspect,slope,m2burrow,ph,compaction,runoff,depth,fetch,kinaDensity,soilN15,soilCN,algaeSpecies,algaeN15,algaeCN,Arthrocardia_sp,Carpophyllum_angustifolium,Carpophyllum_flexuosum,Carpophyllum_maschalocarpum,Carpophyllum_plumosum,Champia_laingii,Cystophora_retroflexa,Delisea_compressa,Dictyota_kunthii,Ecklonia_radiata,Hormosira_banksii,Hymenena_affinis,Lessonia_variegata,Melanthalia_abscissa,Nesophila_hoggardii,Plocamium_cirrhosum,Pterocladia_lucida,Pterocladiella_capillacea,Ptilonia_mooreana,Sargassum_sinclairii,Ulva_pertusa,Vidalia_colensoi,Xiphophora_chondrophylla,Zonaria_sp
KL2A-4,KL2A,KS23,KL2A-4 KS23,Dry,Korapuki,Old Erad,37.4,288,21.1,0.178262,7.59,0,2.25,4,94.37,NA,12.87,12.38866397,E. radiata,6.72,22.99061175,0,0,0,15,5,0,0,0,0,15,0,0,0,0,0,5,0,0,0,0,0,0,0,0
KL2A-4,KL2A,KS24,KL2A-4 KS24,Dry,Korapuki,Old Erad,38.1,291,33.4,0.2992255,6.08,0,2.25,4,94.37,NA,13.36,12.83360791,E. radiata,6.72,22.99061175,0,0,0,15,5,0,0,0,0,15,0,0,0,0,0,5,0,0,0,0,0,0,0,0
KL2A-4,KL2A,KS25,KL2A-4 KS25,Dry,Korapuki,Old Erad,39.9,300,33,0.1973615,6.32,0,2.25,4,94.37,NA,12.16,10.70460705,E. radiata,6.72,22.99061175,0,0,0,15,5,0,0,0,0,15,0,0,0,0,0,5,0,0,0,0,0,0,0,0
KL2A-4,KL2A,KS13,KL2A-4 KS13,Rainy,Korapuki,Old Erad,33.6,329,26,0.394723,5.58,5,2.25,4,94.37,4,12.71,13.26898327,C. flexuosum,6.09,29.03127149,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
KL2A-4,KL2A,KS14,KL2A-4 KS14,Rainy,Korapuki,Old Erad,49,323,24.2,0.101864,6.62,0,2.25,4,94.37,4,11.3,14.81718464,C. flexuosum,6.09,29.03127149,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
KL2A-4,KL2A,KS16,KL2A-4 KS16,Rainy,Korapuki,Old Erad,58.3,303,13.6,0.165529,6.72,0,2.25,4,94.37,4,7.98,15.14912281,C. flexuosum,6.09,29.03127149,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
KL2A-4,KL2A,KS22,KL2A-4 KS22,Rainy,Korapuki,Old Erad,45.5,277,19.7,0.203728,4.69,5,2.25,4,94.37,4,15.96,13.63022942,C. flexuosum,6.09,29.03127149,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
KL2A-4,KL2A,KS23,KL2A-4 KS23,Rainy,Korapuki,Old Erad,37.4,288,21.1,0.178262,7.13,0,2.25,4,94.37,4,11.86,12.51231527,C. flexuosum,6.09,29.03127149,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
KL2A-4,KL2A,KS24,KL2A-4 KS24,Rainy,Korapuki,Old Erad,38.1,291,33.4,0.2992255,5.61,0,2.25,4,94.37,4,14.33,14.21652422,C. flexuosum,6.09,29.03127149,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
KL2A-4,KL2A,KS25,KL2A-4 KS25,Rainy,Korapuki,Old Erad,39.9,300,33,0.1973615,6.65,5,2.25,4,94.37,4,12.91,12.35849057,C. flexuosum,6.09,29.03127149,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
KL2A-5,KL2A,KS13,KL2A-5 KS13,Dry,Korapuki,Old Erad,33.6,329,26,0.394723,7.46,0,2.25,5,94.37,NA,12.05,13.98639456,C. flexuosum,4.66,56.37070694,0,0,0,5,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL2A-5,KL2A,KS14,KL2A-5 KS14,Dry,Korapuki,Old Erad,49,323,24.2,0.101864,7.06,3,2.25,5,94.37,NA,10.7,14.79188901,C. flexuosum,4.66,56.37070694,0,0,0,5,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL2A-5,KL2A,KS16,KL2A-5 KS16,Dry,Korapuki,Old Erad,58.3,303,13.6,0.165529,5.23,0,2.25,5,94.37,NA,11.94,22.78412181,C. flexuosum,4.66,56.37070694,0,0,0,5,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL2A-5,KL2A,KS22,KL2A-5 KS22,Dry,Korapuki,Old Erad,45.5,277,19.7,0.203728,5.79,3,2.25,5,94.37,NA,13.94,13.89679715,C. flexuosum,4.66,56.37070694,0,0,0,5,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL2A-5,KL2A,KS23,KL2A-5 KS23,Dry,Korapuki,Old Erad,37.4,288,21.1,0.178262,7.59,0,2.25,5,94.37,NA,12.87,12.38866397,C. flexuosum,4.66,56.37070694,0,0,0,5,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL2A-5,KL2A,KS24,KL2A-5 KS24,Dry,Korapuki,Old Erad,38.1,291,33.4,0.2992255,6.08,0,2.25,5,94.37,NA,13.36,12.83360791,C. flexuosum,4.66,56.37070694,0,0,0,5,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL2A-5,KL2A,KS25,KL2A-5 KS25,Dry,Korapuki,Old Erad,39.9,300,33,0.1973615,6.32,0,2.25,5,94.37,NA,12.16,10.70460705,C. flexuosum,4.66,56.37070694,0,0,0,5,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL2B-1,KL2B,KS13,KL2B-1 KS13,Dry,Korapuki,Old Erad,33.6,329,26,0.394723,7.46,0,2.25,1,94.37,NA,12.05,13.98639456,C. plumosum,6.04,24.42832083,0,0,0,0,40,0,25,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL2B-1,KL2B,KS14,KL2B-1 KS14,Dry,Korapuki,Old Erad,49,323,24.2,0.101864,7.06,3,2.25,1,94.37,NA,10.7,14.79188901,C. plumosum,6.04,24.42832083,0,0,0,0,40,0,25,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL2B-1,KL2B,KS16,KL2B-1 KS16,Dry,Korapuki,Old Erad,58.3,303,13.6,0.165529,5.23,0,2.25,1,94.37,NA,11.94,22.78412181,C. plumosum,6.04,24.42832083,0,0,0,0,40,0,25,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL2B-1,KL2B,KS22,KL2B-1 KS22,Dry,Korapuki,Old Erad,45.5,277,19.7,0.203728,5.79,3,2.25,1,94.37,NA,13.94,13.89679715,C. plumosum,6.04,24.42832083,0,0,0,0,40,0,25,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL2B-1,KL2B,KS23,KL2B-1 KS23,Dry,Korapuki,Old Erad,37.4,288,21.1,0.178262,7.59,0,2.25,1,94.37,NA,12.87,12.38866397,C. plumosum,6.04,24.42832083,0,0,0,0,40,0,25,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL2B-1,KL2B,KS24,KL2B-1 KS24,Dry,Korapuki,Old Erad,38.1,291,33.4,0.2992255,6.08,0,2.25,1,94.37,NA,13.36,12.83360791,C. plumosum,6.04,24.42832083,0,0,0,0,40,0,25,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL2B-1,KL2B,KS25,KL2B-1 KS25,Dry,Korapuki,Old Erad,39.9,300,33,0.1973615,6.32,0,2.25,1,94.37,NA,12.16,10.70460705,C. plumosum,6.04,24.42832083,0,0,0,0,40,0,25,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL2B-2,KL2B,KS13,KL2B-2 KS13,Dry,Korapuki,Old Erad,33.6,329,26,0.394723,7.46,0,2.25,2,94.37,NA,12.05,13.98639456,C. flexuosum,4.79,30.95293887,0,0,0,0,25,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL2B-2,KL2B,KS14,KL2B-2 KS14,Dry,Korapuki,Old Erad,49,323,24.2,0.101864,7.06,3,2.25,2,94.37,NA,10.7,14.79188901,C. flexuosum,4.79,30.95293887,0,0,0,0,25,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL2B-2,KL2B,KS16,KL2B-2 KS16,Dry,Korapuki,Old Erad,58.3,303,13.6,0.165529,5.23,0,2.25,2,94.37,NA,11.94,22.78412181,C. flexuosum,4.79,30.95293887,0,0,0,0,25,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL2B-2,KL2B,KS22,KL2B-2 KS22,Dry,Korapuki,Old Erad,45.5,277,19.7,0.203728,5.79,3,2.25,2,94.37,NA,13.94,13.89679715,C. flexuosum,4.79,30.95293887,0,0,0,0,25,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL2B-2,KL2B,KS23,KL2B-2 KS23,Dry,Korapuki,Old Erad,37.4,288,21.1,0.178262,7.59,0,2.25,2,94.37,NA,12.87,12.38866397,C. flexuosum,4.79,30.95293887,0,0,0,0,25,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL2B-2,KL2B,KS24,KL2B-2 KS24,Dry,Korapuki,Old Erad,38.1,291,33.4,0.2992255,6.08,0,2.25,2,94.37,NA,13.36,12.83360791,C. flexuosum,4.79,30.95293887,0,0,0,0,25,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL2B-2,KL2B,KS25,KL2B-2 KS25,Dry,Korapuki,Old Erad,39.9,300,33,0.1973615,6.32,0,2.25,2,94.37,NA,12.16,10.70460705,C. flexuosum,4.79,30.95293887,0,0,0,0,25,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL2B-2,KL2B,KS13,KL2B-2 KS13,Rainy,Korapuki,Old Erad,33.6,329,26,0.394723,5.58,5,2.25,2,94.37,0,12.71,13.26898327,C. plumosum,9.11,16.70327721,0,0,0,0,30,0,0,0,0,50,0,0,0,0,0,0,0,0,5,0,0,0,0,0
KL2B-2,KL2B,KS14,KL2B-2 KS14,Rainy,Korapuki,Old Erad,49,323,24.2,0.101864,6.62,0,2.25,2,94.37,0,11.3,14.81718464,C. plumosum,9.11,16.70327721,0,0,0,0,30,0,0,0,0,50,0,0,0,0,0,0,0,0,5,0,0,0,0,0
KL2B-2,KL2B,KS16,KL2B-2 KS16,Rainy,Korapuki,Old Erad,58.3,303,13.6,0.165529,6.72,0,2.25,2,94.37,0,7.98,15.14912281,C. plumosum,9.11,16.70327721,0,0,0,0,30,0,0,0,0,50,0,0,0,0,0,0,0,0,5,0,0,0,0,0
KL2B-2,KL2B,KS22,KL2B-2 KS22,Rainy,Korapuki,Old Erad,45.5,277,19.7,0.203728,4.69,5,2.25,2,94.37,0,15.96,13.63022942,C. plumosum,9.11,16.70327721,0,0,0,0,30,0,0,0,0,50,0,0,0,0,0,0,0,0,5,0,0,0,0,0
KL2B-2,KL2B,KS23,KL2B-2 KS23,Rainy,Korapuki,Old Erad,37.4,288,21.1,0.178262,7.13,0,2.25,2,94.37,0,11.86,12.51231527,C. plumosum,9.11,16.70327721,0,0,0,0,30,0,0,0,0,50,0,0,0,0,0,0,0,0,5,0,0,0,0,0
KL2B-2,KL2B,KS24,KL2B-2 KS24,Rainy,Korapuki,Old Erad,38.1,291,33.4,0.2992255,5.61,0,2.25,2,94.37,0,14.33,14.21652422,C. plumosum,9.11,16.70327721,0,0,0,0,30,0,0,0,0,50,0,0,0,0,0,0,0,0,5,0,0,0,0,0
KL2B-2,KL2B,KS25,KL2B-2 KS25,Rainy,Korapuki,Old Erad,39.9,300,33,0.1973615,6.65,5,2.25,2,94.37,0,12.91,12.35849057,C. plumosum,9.11,16.70327721,0,0,0,0,30,0,0,0,0,50,0,0,0,0,0,0,0,0,5,0,0,0,0,0
KL2B-3,KL2B,KS13,KL2B-3 KS13,Dry,Korapuki,Old Erad,33.6,329,26,0.394723,7.46,0,2.25,3,94.37,NA,12.05,13.98639456,C. flexuosum,4.57,43.15940679,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL2B-3,KL2B,KS14,KL2B-3 KS14,Dry,Korapuki,Old Erad,49,323,24.2,0.101864,7.06,3,2.25,3,94.37,NA,10.7,14.79188901,C. flexuosum,4.57,43.15940679,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL2B-3,KL2B,KS16,KL2B-3 KS16,Dry,Korapuki,Old Erad,58.3,303,13.6,0.165529,5.23,0,2.25,3,94.37,NA,11.94,22.78412181,C. flexuosum,4.57,43.15940679,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL2B-3,KL2B,KS22,KL2B-3 KS22,Dry,Korapuki,Old Erad,45.5,277,19.7,0.203728,5.79,3,2.25,3,94.37,NA,13.94,13.89679715,C. flexuosum,4.57,43.15940679,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL2B-3,KL2B,KS23,KL2B-3 KS23,Dry,Korapuki,Old Erad,37.4,288,21.1,0.178262,7.59,0,2.25,3,94.37,NA,12.87,12.38866397,C. flexuosum,4.57,43.15940679,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL2B-3,KL2B,KS24,KL2B-3 KS24,Dry,Korapuki,Old Erad,38.1,291,33.4,0.2992255,6.08,0,2.25,3,94.37,NA,13.36,12.83360791,C. flexuosum,4.57,43.15940679,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL2B-3,KL2B,KS25,KL2B-3 KS25,Dry,Korapuki,Old Erad,39.9,300,33,0.1973615,6.32,0,2.25,3,94.37,NA,12.16,10.70460705,C. flexuosum,4.57,43.15940679,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL2B-3,KL2B,KS13,KL2B-3 KS13,Rainy,Korapuki,Old Erad,33.6,329,26,0.394723,5.58,5,2.25,3,94.37,1,12.71,13.26898327,C. plumosum,8.05,16.89494022,0,0,0,0,55,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL2B-3,KL2B,KS14,KL2B-3 KS14,Rainy,Korapuki,Old Erad,49,323,24.2,0.101864,6.62,0,2.25,3,94.37,1,11.3,14.81718464,C. plumosum,8.05,16.89494022,0,0,0,0,55,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL2B-3,KL2B,KS16,KL2B-3 KS16,Rainy,Korapuki,Old Erad,58.3,303,13.6,0.165529,6.72,0,2.25,3,94.37,1,7.98,15.14912281,C. plumosum,8.05,16.89494022,0,0,0,0,55,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL2B-3,KL2B,KS22,KL2B-3 KS22,Rainy,Korapuki,Old Erad,45.5,277,19.7,0.203728,4.69,5,2.25,3,94.37,1,15.96,13.63022942,C. plumosum,8.05,16.89494022,0,0,0,0,55,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL2B-3,KL2B,KS23,KL2B-3 KS23,Rainy,Korapuki,Old Erad,37.4,288,21.1,0.178262,7.13,0,2.25,3,94.37,1,11.86,12.51231527,C. plumosum,8.05,16.89494022,0,0,0,0,55,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL2B-3,KL2B,KS24,KL2B-3 KS24,Rainy,Korapuki,Old Erad,38.1,291,33.4,0.2992255,5.61,0,2.25,3,94.37,1,14.33,14.21652422,C. plumosum,8.05,16.89494022,0,0,0,0,55,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL2B-3,KL2B,KS25,KL2B-3 KS25,Rainy,Korapuki,Old Erad,39.9,300,33,0.1973615,6.65,5,2.25,3,94.37,1,12.91,12.35849057,C. plumosum,8.05,16.89494022,0,0,0,0,55,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL2B-4,KL2B,KS13,KL2B-4 KS13,Dry,Korapuki,Old Erad,33.6,329,26,0.394723,7.46,0,2.25,4,94.37,NA,12.05,13.98639456,X. chondrophylla,6.57,38.8517299,0,0,0,25,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL2B-4,KL2B,KS14,KL2B-4 KS14,Dry,Korapuki,Old Erad,49,323,24.2,0.101864,7.06,3,2.25,4,94.37,NA,10.7,14.79188901,X. chondrophylla,6.57,38.8517299,0,0,0,25,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL2B-4,KL2B,KS16,KL2B-4 KS16,Dry,Korapuki,Old Erad,58.3,303,13.6,0.165529,5.23,0,2.25,4,94.37,NA,11.94,22.78412181,X. chondrophylla,6.57,38.8517299,0,0,0,25,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL2B-4,KL2B,KS22,KL2B-4 KS22,Dry,Korapuki,Old Erad,45.5,277,19.7,0.203728,5.79,3,2.25,4,94.37,NA,13.94,13.89679715,X. chondrophylla,6.57,38.8517299,0,0,0,25,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL2B-4,KL2B,KS23,KL2B-4 KS23,Dry,Korapuki,Old Erad,37.4,288,21.1,0.178262,7.59,0,2.25,4,94.37,NA,12.87,12.38866397,X. chondrophylla,6.57,38.8517299,0,0,0,25,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL2B-4,KL2B,KS24,KL2B-4 KS24,Dry,Korapuki,Old Erad,38.1,291,33.4,0.2992255,6.08,0,2.25,4,94.37,NA,13.36,12.83360791,X. chondrophylla,6.57,38.8517299,0,0,0,25,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL2B-4,KL2B,KS25,KL2B-4 KS25,Dry,Korapuki,Old Erad,39.9,300,33,0.1973615,6.32,0,2.25,4,94.37,NA,12.16,10.70460705,X. chondrophylla,6.57,38.8517299,0,0,0,25,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL2B-4,KL2B,KS13,KL2B-4 KS13,Rainy,Korapuki,Old Erad,33.6,329,26,0.394723,5.58,5,2.25,4,94.37,0,12.71,13.26898327,C. plumosum,7.45,16.4621769,0,0,0,0,15,0,0,15,0,5,0,10,0,0,0,0,0,0,0,5,0,0,0,0
KL2B-4,KL2B,KS13,KL2B-4 KS13,Rainy,Korapuki,Old Erad,33.6,329,26,0.394723,5.58,5,2.25,4,94.37,0,12.71,13.26898327,E. radiata,8.06,13.84078315,0,0,0,0,15,0,0,15,0,5,0,10,0,0,0,0,0,0,0,5,0,0,0,0
KL2B-4,KL2B,KS14,KL2B-4 KS14,Rainy,Korapuki,Old Erad,49,323,24.2,0.101864,6.62,0,2.25,4,94.37,0,11.3,14.81718464,C. plumosum,7.45,16.4621769,0,0,0,0,15,0,0,15,0,5,0,10,0,0,0,0,0,0,0,5,0,0,0,0
KL2B-4,KL2B,KS14,KL2B-4 KS14,Rainy,Korapuki,Old Erad,49,323,24.2,0.101864,6.62,0,2.25,4,94.37,0,11.3,14.81718464,E. radiata,8.06,13.84078315,0,0,0,0,15,0,0,15,0,5,0,10,0,0,0,0,0,0,0,5,0,0,0,0
KL2B-4,KL2B,KS16,KL2B-4 KS16,Rainy,Korapuki,Old Erad,58.3,303,13.6,0.165529,6.72,0,2.25,4,94.37,0,7.98,15.14912281,C. plumosum,7.45,16.4621769,0,0,0,0,15,0,0,15,0,5,0,10,0,0,0,0,0,0,0,5,0,0,0,0
KL2B-4,KL2B,KS16,KL2B-4 KS16,Rainy,Korapuki,Old Erad,58.3,303,13.6,0.165529,6.72,0,2.25,4,94.37,0,7.98,15.14912281,E. radiata,8.06,13.84078315,0,0,0,0,15,0,0,15,0,5,0,10,0,0,0,0,0,0,0,5,0,0,0,0
KL2B-4,KL2B,KS22,KL2B-4 KS22,Rainy,Korapuki,Old Erad,45.5,277,19.7,0.203728,4.69,5,2.25,4,94.37,0,15.96,13.63022942,C. plumosum,7.45,16.4621769,0,0,0,0,15,0,0,15,0,5,0,10,0,0,0,0,0,0,0,5,0,0,0,0
KL2B-4,KL2B,KS22,KL2B-4 KS22,Rainy,Korapuki,Old Erad,45.5,277,19.7,0.203728,4.69,5,2.25,4,94.37,0,15.96,13.63022942,E. radiata,8.06,13.84078315,0,0,0,0,15,0,0,15,0,5,0,10,0,0,0,0,0,0,0,5,0,0,0,0
KL2B-4,KL2B,KS23,KL2B-4 KS23,Rainy,Korapuki,Old Erad,37.4,288,21.1,0.178262,7.13,0,2.25,4,94.37,0,11.86,12.51231527,C. plumosum,7.45,16.4621769,0,0,0,0,15,0,0,15,0,5,0,10,0,0,0,0,0,0,0,5,0,0,0,0
KL2B-4,KL2B,KS23,KL2B-4 KS23,Rainy,Korapuki,Old Erad,37.4,288,21.1,0.178262,7.13,0,2.25,4,94.37,0,11.86,12.51231527,E. radiata,8.06,13.84078315,0,0,0,0,15,0,0,15,0,5,0,10,0,0,0,0,0,0,0,5,0,0,0,0
KL2B-4,KL2B,KS24,KL2B-4 KS24,Rainy,Korapuki,Old Erad,38.1,291,33.4,0.2992255,5.61,0,2.25,4,94.37,0,14.33,14.21652422,C. plumosum,7.45,16.4621769,0,0,0,0,15,0,0,15,0,5,0,10,0,0,0,0,0,0,0,5,0,0,0,0
KL2B-4,KL2B,KS24,KL2B-4 KS24,Rainy,Korapuki,Old Erad,38.1,291,33.4,0.2992255,5.61,0,2.25,4,94.37,0,14.33,14.21652422,E. radiata,8.06,13.84078315,0,0,0,0,15,0,0,15,0,5,0,10,0,0,0,0,0,0,0,5,0,0,0,0
KL2B-4,KL2B,KS25,KL2B-4 KS25,Rainy,Korapuki,Old Erad,39.9,300,33,0.1973615,6.65,5,2.25,4,94.37,0,12.91,12.35849057,C. plumosum,7.45,16.4621769,0,0,0,0,15,0,0,15,0,5,0,10,0,0,0,0,0,0,0,5,0,0,0,0
KL2B-4,KL2B,KS25,KL2B-4 KS25,Rainy,Korapuki,Old Erad,39.9,300,33,0.1973615,6.65,5,2.25,4,94.37,0,12.91,12.35849057,E. radiata,8.06,13.84078315,0,0,0,0,15,0,0,15,0,5,0,10,0,0,0,0,0,0,0,5,0,0,0,0
KL2B-5,KL2B,KS13,KL2B-5 KS13,Dry,Korapuki,Old Erad,33.6,329,26,0.394723,7.46,0,2.25,5,94.37,NA,12.05,13.98639456,E. radiata,6.2,19.25244837,0,0,0,35,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL2B-5,KL2B,KS14,KL2B-5 KS14,Dry,Korapuki,Old Erad,49,323,24.2,0.101864,7.06,3,2.25,5,94.37,NA,10.7,14.79188901,E. radiata,6.2,19.25244837,0,0,0,35,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL2B-5,KL2B,KS16,KL2B-5 KS16,Dry,Korapuki,Old Erad,58.3,303,13.6,0.165529,5.23,0,2.25,5,94.37,NA,11.94,22.78412181,E. radiata,6.2,19.25244837,0,0,0,35,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL2B-5,KL2B,KS22,KL2B-5 KS22,Dry,Korapuki,Old Erad,45.5,277,19.7,0.203728,5.79,3,2.25,5,94.37,NA,13.94,13.89679715,E. radiata,6.2,19.25244837,0,0,0,35,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL2B-5,KL2B,KS23,KL2B-5 KS23,Dry,Korapuki,Old Erad,37.4,288,21.1,0.178262,7.59,0,2.25,5,94.37,NA,12.87,12.38866397,E. radiata,6.2,19.25244837,0,0,0,35,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL2B-5,KL2B,KS24,KL2B-5 KS24,Dry,Korapuki,Old Erad,38.1,291,33.4,0.2992255,6.08,0,2.25,5,94.37,NA,13.36,12.83360791,E. radiata,6.2,19.25244837,0,0,0,35,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL2B-5,KL2B,KS25,KL2B-5 KS25,Dry,Korapuki,Old Erad,39.9,300,33,0.1973615,6.32,0,2.25,5,94.37,NA,12.16,10.70460705,E. radiata,6.2,19.25244837,0,0,0,35,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KM1A-1,KM1A,KS01,KM1A-1 KS01,Dry,Korapuki,Old Erad,33.8,332,22,0.0954975,7.03,0,6.83,1,46.486,NA,13.06,14.09052808,X. chondrophylla,5.53,39.77553066,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,0,65,0
KM1A-1,KM1A,KS03,KM1A-1 KS03,Dry,Korapuki,Old Erad,23,358,21,0.3119585,4.98,0,6.83,1,46.486,NA,12.95,15.82236842,X. chondrophylla,5.53,39.77553066,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,0,65,0
KM1A-1,KM1A,KS104,KM1A-1 KS104,Dry,Korapuki,Old Erad,30.1,32,27,0.4265555,5.76,0,6.83,1,46.486,NA,16.02,14.05946602,X. chondrophylla,5.53,39.77553066,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,0,65,0
KM1A-1,KM1A,KS107,KM1A-1 KS107,Dry,Korapuki,Old Erad,8.5,336,2.9,0.1336965,6.47,0,6.83,1,46.486,NA,15.78,13.08695652,X. chondrophylla,5.53,39.77553066,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,0,65,0
KM1A-1,KM1A,KS113,KM1A-1 KS113,Dry,Korapuki,Old Erad,24.4,313,19.5,0.2100945,6.24,5,6.83,1,46.486,NA,14.11,18.39393939,X. chondrophylla,5.53,39.77553066,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,0,65,0
KM1A-1,KM1A,KS31,KM1A-1 KS31,Dry,Korapuki,Old Erad,46.6,1,21.4,0.25466,5.53,0,6.83,1,46.486,NA,13.09,15.66231984,X. chondrophylla,5.53,39.77553066,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,0,65,0
KM1A-1,KM1A,KS32,KM1A-1 KS32,Dry,Korapuki,Old Erad,35.9,19,22.3,0.2610265,7.53,3,6.83,1,46.486,NA,13.09,15.17395183,X. chondrophylla,5.53,39.77553066,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,0,65,0
KM1A-1,KM1A,KS01,KM1A-1 KS01,Rainy,Korapuki,Old Erad,33.8,332,22,0.0954975,7.5,0,6.83,1,46.486,1,12.68,14.8628193,C. flexuosum,7.71,23.85203828,0,15,25,0,0,0,0,0,0,20,0,5,0,0,0,0,0,0,0,0,0,0,0,0
KM1A-1,KM1A,KS03,KM1A-1 KS03,Rainy,Korapuki,Old Erad,23,358,21,0.3119585,5.09,0,6.83,1,46.486,1,14.08,15.26821005,C. flexuosum,7.71,23.85203828,0,15,25,0,0,0,0,0,0,20,0,5,0,0,0,0,0,0,0,0,0,0,0,0
